,r_pick1,r_pick2,r_pick3,r_pick4,r_pick5,d_pick5,d_pick4,d_pick3,d_pick2,d_pick1,r_ban7,r_ban6,r_ban5,r_ban4,r_ban3,r_ban2,r_ban1,d_ban7,d_ban6,d_ban5,d_ban4,d_ban3,d_ban2,d_ban1,match,tournament
2730,Naga Siren,Riki,Rubick,Zeus,Tidehunter,Spectre,Snapfire,Undying,Leshrac,Broodmother,Slark,Drow Ranger,Io,Nature's Prophet,Pugna,Lina,Treant Protector,Viper,Visage,Death Prophet,Mirana,Batrider,Beastmaster,Phoenix,Tundra Esports vs Into The Breach,DPC WEU 2023 Tour 1: Division I 
2731,Hoodwink,Doom,Clockwerk,Invoker,Morphling,Mirana,Nature's Prophet,Undying,Batrider,Treant Protector,Visage,Death Prophet,Enigma,Drow Ranger,Ursa,Broodmother,Lina,Bloodseeker,Sniper,Naga Siren,Slark,Queen of Pain,Leshrac,Beastmaster,Team Secret vs Entity,DPC WEU 2023 Tour 1: Division I 
2732,Treant Protector,Slark,Disruptor,Death Prophet,Legion Commander,Outworld Destroyer,Drow Ranger,Rubick,Techies,Broodmother,Ember Spirit,Invoker,Sniper,Naga Siren,Bloodseeker,Leshrac,Beastmaster,Primal Beast,Tiny,Enigma,Pangolier,Undying,Batrider,Lina,Team Secret vs Entity,DPC WEU 2023 Tour 1: Division I 
2733,Treant Protector,Slark,Rubick,Invoker,Brewmaster,Drow Ranger,Kunkka,Disruptor,Hoodwink,Broodmother,Huskar,Monkey King,Bloodseeker,Leshrac,Naga Siren,Techies,Beastmaster,Legion Commander,Death Prophet,Enigma,Pangolier,Undying,Batrider,Lina,Team Secret vs Entity,DPC WEU 2023 Tour 1: Division I 
2734,Riki,Phoenix,Storm Spirit,Lycan,Dark Seer,Dragon Knight,Nyx Assassin,Mirana,Nature's Prophet,Tusk,Bloodseeker,Monkey King,Leshrac,Techies,Silencer,Broodmother,Rubick,Slark,Viper,Ember Spirit,Batrider,Naga Siren,Lina,Treant Protector,Team Liquid vs Into The Breach,DPC WEU 2023 Tour 1: Division I 
2735,Rubick,Batrider,Primal Beast,Death Prophet,Sniper,Faceless Void,Invoker,Silencer,Earth Spirit,Nature's Prophet,Viper,Snapfire,Ember Spirit,Slark,Queen of Pain,Lina,Treant Protector,Spectre,Ursa,Spirit Breaker,Riki,Naga Siren,Broodmother,Tusk,Team Liquid vs Into The Breach,DPC WEU 2023 Tour 1: Division I 
2736,Death Prophet,Tiny,Mirana,Sven,Kunkka,Terrorblade,Riki,Witch Doctor,Batrider,Io,Sniper,Ursa,Tusk,Broodmother,Nature's Prophet,Lina,Leshrac,Ancient Apparition,Dark Seer,Bloodseeker,Queen of Pain,Slark,Rubick,Timbersaw,Nigma Galaxy vs Gaimin Gladiators,DPC WEU 2023 Tour 1: Division I 
2737,Death Prophet,Riki,Mirana,Sven,Magnus,Ember Spirit,Terrorblade,Hoodwink,Tusk,Nature's Prophet,Viper,Pangolier,Batrider,Crystal Maiden,Io,Broodmother,Leshrac,Zeus,Dark Seer,Slark,Bloodseeker,Timbersaw,Rubick,Lina,Nigma Galaxy vs Gaimin Gladiators,DPC WEU 2023 Tour 1: Division I 
2738,Nature's Prophet,Rubick,Tusk,Ember Spirit,Viper,Tidehunter,Dark Willow,Treant Protector,Batrider,Lina,Legion Commander,Beastmaster,Tiny,Primal Beast,Io,Broodmother,Leshrac,Monkey King,Ursa,Bloodseeker,Queen of Pain,Slark,Riki,Death Prophet,Nigma Galaxy vs Gaimin Gladiators,DPC WEU 2023 Tour 1: Division I 
2739,Lina,Treant Protector,Keeper of the Light,Sand King,Invoker,Dawnbreaker,Dragon Knight,Crystal Maiden,Nature's Prophet,Riki,Ursa,Spectre,Mirana,Batrider,Primal Beast,Rubick,Broodmother,Ember Spirit,Leshrac,Outworld Destroyer,Lycan,Dark Seer,Tusk,Snapfire,OG vs Into The Breach,DPC WEU 2023 Tour 1: Division I 
2740,Lina,Omniknight,Puck,Zeus,Tidehunter,Disruptor,Centaur Warrunner,Shadow Demon,Nature's Prophet,Batrider,Clockwerk,Undying,Rubick,Pugna,Primal Beast,Riki,Treant Protector,Beastmaster,Timbersaw,Queen of Pain,Dark Seer,Lycan,Legion Commander,Broodmother,OG vs Into The Breach,DPC WEU 2023 Tour 1: Division I 
2741,Lina,Treant Protector,Timbersaw,Phoenix,Dragon Knight,Visage,Ursa,Hoodwink,Rubick,Tusk,Legion Commander,Magnus,Beastmaster,Spectre,Batrider,Nature's Prophet,Broodmother,Enigma,Centaur Warrunner,Mars,Viper,Huskar,Riki,Death Prophet,Team Liquid vs Nigma Galaxy,DPC WEU 2023 Tour 1: Division I 
2742,Lina,Mars,Marci,Keeper of the Light,Tidehunter,Ember Spirit,Templar Assassin,Magnus,Rubick,Tusk,Tiny,Spectre,Beastmaster,Ursa,Batrider,Nature's Prophet,Broodmother,Huskar,Viper,Mirana,Phoenix,Treant Protector,Riki,Death Prophet,Team Liquid vs Nigma Galaxy,DPC WEU 2023 Tour 1: Division I 
2743,Enchantress,Techies,Chaos Knight,Magnus,Sniper,Undying,Leshrac,Naga Siren,Rubick,Beastmaster,Silencer,Phoenix,Zeus,Mirana,Pangolier,Tusk,Broodmother,Storm Spirit,Lina,Ember Spirit,Batrider,Dawnbreaker,Bloodseeker,Monkey King,Team Secret vs Tundra Esports,DPC WEU 2023 Tour 1: Division I 
2744,Riki,Mirana,Queen of Pain,Spectre,Tidehunter,Lina,Mars,Techies,Batrider,Tusk,Nature's Prophet,Huskar,Ember Spirit,Drow Ranger,Monkey King,Broodmother,Bloodseeker,Death Prophet,Visage,Pangolier,Naga Siren,Slark,Tiny,Beastmaster,Team Secret vs Tundra Esports,DPC WEU 2023 Tour 1: Division I 
2745,Enigma,Tiny,Silencer,Void Spirit,Templar Assassin,Legion Commander,Clockwerk,Invoker,Rubick,Lina,Brewmaster,Lycan,Pangolier,Beastmaster,Undying,Broodmother,Treant Protector,Ursa,Slark,Ember Spirit,Batrider,Naga Siren,Nature's Prophet,Death Prophet,OG vs Entity,DPC WEU 2023 Tour 1: Division I 
2746,Death Prophet,Naga Siren,Dragon Knight,Snapfire,Oracle,Pudge,Dark Seer,Disruptor,Invoker,Treant Protector,Bloodseeker,Ursa,Slark,Brewmaster,Beastmaster,Rubick,Undying,Enchantress,Anti-Mage,Batrider,Pangolier,Ember Spirit,Lina,Broodmother,OG vs Entity,DPC WEU 2023 Tour 1: Division I 
2747,Broodmother,Rubick,Keeper of the Light,Tiny,Sniper,Razor,Invoker,Riki,Naga Siren,Undying,Death Prophet,Dark Seer,Pugna,Beastmaster,Batrider,Lina,Treant Protector,Drow Ranger,Ursa,Pangolier,Leshrac,Ember Spirit,Enigma,Nature's Prophet,OG vs Entity,DPC WEU 2023 Tour 1: Division I 
2748,Treant Protector,Snapfire,Pangolier,Lina,Visage,Spectre,Earth Spirit,Doom,Batrider,Rubick,Terrorblade,Ursa,Death Prophet,Beastmaster,Nature's Prophet,Broodmother,Riki,Dark Seer,Viper,Slark,Bloodseeker,Queen of Pain,Primal Beast,Monkey King,Team Secret vs Into The Breach,DPC WEU 2023 Tour 1: Division I 
2749,Lina,Earth Spirit,Crystal Maiden,Dragon Knight,Visage,Drow Ranger,Invoker,Nyx Assassin,Primal Beast,Treant Protector,Ursa,Faceless Void,Rubick,Monkey King,Bloodseeker,Broodmother,Tusk,Lycan,Dark Seer,Beastmaster,Viper,Clockwerk,Nature's Prophet,Riki,Team Secret vs Into The Breach,DPC WEU 2023 Tour 1: Division I 
2750,Legion Commander,Rubick,Leshrac,Magnus,Naga Siren,Monkey King,Treant Protector,Invoker,Hoodwink,Broodmother,Faceless Void,Morphling,Drow Ranger,Ember Spirit,Sniper,Lina,Tusk,Bloodseeker,Ursa,Batrider,Beastmaster,Slark,Nature's Prophet,Io,Team Liquid vs Gaimin Gladiators,DPC WEU 2023 Tour 1: Division I 
2751,Rubick,Beastmaster,Hoodwink,Pudge,Huskar,Ember Spirit,Dark Willow,Drow Ranger,Treant Protector,Broodmother,Tiny,Kunkka,Bloodseeker,Ursa,Sniper,Lina,Tusk,Templar Assassin,Leshrac,Crystal Maiden,Slark,Batrider,Nature's Prophet,Io,Team Liquid vs Gaimin Gladiators,DPC WEU 2023 Tour 1: Division I 
2752,Pudge,Hoodwink,Treant Protector,Sniper,Jakiro,Kunkka,Undying,Death Prophet,Rubick,Broodmother,Slark,Morphling,Mirana,Bloodseeker,Ursa,Lina,Tusk,Dark Seer,Centaur Warrunner,Crystal Maiden,Batrider,Beastmaster,Io,Nature's Prophet,Team Liquid vs Gaimin Gladiators,DPC WEU 2023 Tour 1: Division I 
2753,Tusk,Death Prophet,Lycan,Enchantress,Sven,Invoker,Slark,Enigma,Rubick,Tiny,Pangolier,Kunkka,Terrorblade,Batrider,Naga Siren,Lina,Broodmother,Mars,Bloodseeker,Silencer,Beastmaster,Huskar,Timbersaw,Riki,OG vs Nigma Galaxy,DPC WEU 2023 Tour 1: Division I 
2754,Rubick,Death Prophet,Tusk,Ursa,Enigma,Nature's Prophet,Slark,Riki,Leshrac,Io,Batrider,Dark Seer,Razor,Huskar,Viper,Treant Protector,Timbersaw,Pangolier,Invoker,Templar Assassin,Morphling,Terrorblade,Lina,Broodmother,OG vs Nigma Galaxy,DPC WEU 2023 Tour 1: Division I 
2755,Rubick,Beastmaster,Treant Protector,Sniper,Snapfire,Keeper of the Light,Nature's Prophet,Undying,Razor,Naga Siren,Puck,Leshrac,Dark Seer,Chen,Enchantress,Riki,Io,Ember Spirit,Batrider,Terrorblade,Morphling,Invoker,Lina,Broodmother,OG vs Nigma Galaxy,DPC WEU 2023 Tour 1: Division I 
2756,Broodmother,Rubick,Techies,Tiny,Marci,Clockwerk,Pudge,Crystal Maiden,Pangolier,Nature's Prophet,Undying,Tusk,Naga Siren,Slark,Monkey King,Lina,Io,Terrorblade,Ursa,Batrider,Ember Spirit,Bloodseeker,Treant Protector,Riki,Into The Breach vs Gaimin Gladiators,DPC WEU 2023 Tour 1: Division I 
2757,Nature's Prophet,Rubick,Crystal Maiden,Pudge,Kunkka,Dawnbreaker,Skywrath Mage,Ember Spirit,Treant Protector,Broodmother,Morphling,Terrorblade,Ursa,Snapfire,Hoodwink,Batrider,Riki,Outworld Destroyer,Huskar,Slark,Monkey King,Naga Siren,Lina,Io,Into The Breach vs Gaimin Gladiators,DPC WEU 2023 Tour 1: Division I 
2758,Rubick,Death Prophet,Tiny,Terrorblade,Ember Spirit,Pangolier,Silencer,Chaos Knight,Visage,Riki,Arc Warden,Zeus,Phoenix,Mirana,Naga Siren,Beastmaster,Broodmother,Batrider,Invoker,Pudge,Bloodseeker,Nature's Prophet,Lina,Treant Protector,Tundra Esports vs Entity,DPC WEU 2023 Tour 1: Division I 
2759,Marci,Phoenix,Rubick,Chaos Knight,Beastmaster,Pudge,Skywrath Mage,Broodmother,Batrider,Undying,Phantom Lancer,Drow Ranger,Bloodseeker,Ursa,Nature's Prophet,Treant Protector,Lina,Tidehunter,Enigma,Naga Siren,Queen of Pain,Slark,Tusk,Riki,Tundra Esports vs Entity,DPC WEU 2023 Tour 1: Division I 
2760,Treant Protector,Death Prophet,Terrorblade,Disruptor,Pangolier,Outworld Destroyer,Slark,Visage,Undying,Rubick,Arc Warden,Zeus,Batrider,Beastmaster,Naga Siren,Tusk,Riki,Lycan,Enigma,Nature's Prophet,Bloodseeker,Pudge,Broodmother,Lina,Tundra Esports vs Entity,DPC WEU 2023 Tour 1: Division I 
2761,Death Prophet,Omniknight,Tiny,Sniper,Batrider,Weaver,Invoker,Enigma,Mirana,Riki,Bloodseeker,Slark,Drow Ranger,Leshrac,Shadow Demon,Nature's Prophet,Rubick,Pangolier,Dragon Knight,Naga Siren,Templar Assassin,Beastmaster,Lina,Broodmother,Team Liquid vs OG,DPC WEU 2023 Tour 1: Division I 
2762,Rubick,Tusk,Hoodwink,Magnus,Monkey King,Timbersaw,Dark Willow,Pangolier,Treant Protector,Lina,Dragon Knight,Visage,Batrider,Ember Spirit,Beastmaster,Death Prophet,Broodmother,Slark,Bloodseeker,Ursa,Enigma,Primal Beast,Nature's Prophet,Riki,Team Liquid vs OG,DPC WEU 2023 Tour 1: Division I 
2763,Death Prophet,Treant Protector,Naga Siren,Disruptor,Invoker,Shadow Fiend,Pudge,Crystal Maiden,Beastmaster,Rubick,Ember Spirit,Kunkka,Drow Ranger,Leshrac,Batrider,Nature's Prophet,Riki,Timbersaw,Pangolier,Ursa,Slark,Sniper,Lina,Broodmother,Team Liquid vs OG,DPC WEU 2023 Tour 1: Division I 
2764,Hoodwink,Clockwerk,Tidehunter,Chaos Knight,Zeus,Puck,Doom,Rubick,Treant Protector,Lina,Kunkka,Ember Spirit,Death Prophet,Batrider,Leshrac,Broodmother,Nature's Prophet,Timbersaw,Bounty Hunter,Pangolier,Ursa,Naga Siren,Tusk,Riki,Tundra Esports vs Gaimin Gladiators,DPC WEU 2023 Tour 1: Division I 
2765,Rubick,Beastmaster,Snapfire,Void Spirit,Medusa,Tidehunter,Lifestealer,Tusk,Leshrac,Io,Enigma,Dark Seer,Bloodseeker,Sniper,Pudge,Lina,Nature's Prophet,Terrorblade,Ursa,Pangolier,Drow Ranger,Ancient Apparition,Broodmother,Riki,Tundra Esports vs Gaimin Gladiators,DPC WEU 2023 Tour 1: Division I 
2766,Rubick,Nature's Prophet,Undying,Razor,Keeper of the Light,Monkey King,Dark Seer,Marci,Tiny,Riki,Lina,Drow Ranger,Invoker,Naga Siren,Batrider,Treant Protector,Broodmother,Huskar,Kunkka,Ember Spirit,Leshrac,Death Prophet,Tusk,Io,Team Secret vs Nigma Galaxy,DPC WEU 2023 Tour 1: Division I 
2767,Tusk,Lina,Visage,Snapfire,Bloodseeker,Leshrac,Dark Seer,Clockwerk,Razor,Naga Siren,Pangolier,Ember Spirit,Keeper of the Light,Undying,Nature's Prophet,Riki,Io,Outworld Destroyer,Storm Spirit,Primal Beast,Batrider,Invoker,Treant Protector,Broodmother,Team Secret vs Nigma Galaxy,DPC WEU 2023 Tour 1: Division I 
2768,Broodmother,Riki,Mirana,Ember Spirit,Sven,Dark Seer,Monkey King,Abaddon,Pangolier,Treant Protector,Invoker,Death Prophet,Terrorblade,Slark,Naga Siren,Batrider,Lina,Bloodseeker,Razor,Outworld Destroyer,Keeper of the Light,Huskar,Nature's Prophet,Leshrac,Nigma Galaxy vs Entity,DPC WEU 2023 Tour 1: Division I 
2769,Broodmother,Tusk,Slark,Chen,Zeus,Pudge,Death Prophet,Riki,Batrider,Rubick,Terrorblade,Templar Assassin,Bloodseeker,Pangolier,Naga Siren,Treant Protector,Lina,Invoker,Mirana,Keeper of the Light,Shadow Demon,Queen of Pain,Leshrac,Nature's Prophet,Nigma Galaxy vs Entity,DPC WEU 2023 Tour 1: Division I 
2770,Naga Siren,Snapfire,Hoodwink,Ursa,Keeper of the Light,Lion,Earthshaker,Doom,Pangolier,Lina,Viper,Visage,Rubick,Enigma,Dark Seer,Beastmaster,Broodmother,Tusk,Ember Spirit,Batrider,Templar Assassin,Bloodseeker,Treant Protector,Death Prophet,Tundra Esports vs OG,DPC WEU 2023 Tour 1: Division I 
2771,Lina,Pangolier,Doom,Naga Siren,Shadow Demon,Marci,Leshrac,Undying,Enigma,Tiny,Slark,Drow Ranger,Pudge,Nature's Prophet,Bloodseeker,Batrider,Treant Protector,Crystal Maiden,Phoenix,Rubick,Mirana,Silencer,Riki,Broodmother,Tundra Esports vs Entity,DPC WEU 2023 Tour 1: Division I 
2772,Rubick,Undying,Ember Spirit,Bloodseeker,Magnus,Nature's Prophet,Dark Seer,Disruptor,Pangolier,Treant Protector,Terrorblade,Ursa,Invoker,Leshrac,Monkey King,Broodmother,Lina,Timbersaw,Tidehunter,Slark,Batrider,Beastmaster,Death Prophet,Enigma,OG vs Entity,DPC WEU 2023 Tour 1: Division I 
2773,Rubick,Undying,Drow Ranger,Batrider,Axe,Storm Spirit,Sven,Tiny,Enigma,Lina,Zeus,Queen of Pain,Riki,Tusk,Clockwerk,Pangolier,Broodmother,Dragon Knight,Centaur Warrunner,Naga Siren,Templar Assassin,Sniper,Death Prophet,Treant Protector,Tundra Esports vs OG,DPC WEU 2023 Tour 1: Division I 
2774,Undying,Death Prophet,Nyx Assassin,Puck,Weaver,Visage,Disruptor,Drow Ranger,Batrider,Treant Protector,Dark Seer,Lycan,Terrorblade,Nature's Prophet,Bloodseeker,Broodmother,Lina,Ursa,Spectre,Naga Siren,Queen of Pain,Slark,Enigma,Riki,Tundra Esports vs Entity,DPC WEU 2023 Tour 1: Division I 
2775,Omniknight,Rubick,Pangolier,Drow Ranger,Leshrac,Lycan,Silencer,Slark,Death Prophet,Treant Protector,Puck,Invoker,Bloodseeker,Disruptor,Dark Seer,Lina,Broodmother,Centaur Warrunner,Beastmaster,Naga Siren,Nature's Prophet,Batrider,Undying,Enigma,OG vs Entity,DPC WEU 2023 Tour 1: Division I 
2776,Enigma,Tiny,Dragon Knight,Phoenix,Keeper of the Light,Storm Spirit,Timbersaw,Rubick,Naga Siren,Silencer,Puck,Ember Spirit,Nature's Prophet,Doom,Batrider,Pangolier,Death Prophet,Anti-Mage,Ursa,Drow Ranger,Bloodseeker,Leshrac,Lina,Broodmother,Tundra Esports vs OG,DPC WEU 2023 Tour 1: Division I 
2777,Treant Protector,Pangolier,Terrorblade,Rubick,Brewmaster,Bloodseeker,Zeus,Doom,Tiny,Shadow Demon,Faceless Void,Drow Ranger,Slark,Naga Siren,Batrider,Enigma,Riki,Visage,Lycan,Pudge,Undying,Nature's Prophet,Broodmother,Lina,Tundra Esports vs Entity,DPC WEU 2023 Tour 1: Division I 
2778,Shadow Demon,Pangolier,Treant Protector,Terrorblade,Puck,Invoker,Tiny,Nature's Prophet,Death Prophet,Undying,Brewmaster,Dark Seer,Drow Ranger,Slark,Bloodseeker,Broodmother,Lina,Magnus,Tidehunter,Batrider,Sniper,Naga Siren,Rubick,Enigma,OG vs Entity,DPC WEU 2023 Tour 1: Division I 
2779,Broodmother,Techies,Clockwerk,Ember Spirit,Terrorblade,Troll Warlord,Crystal Maiden,Snapfire,Mars,Tiny,Gyrocopter,Chaos Knight,Bloodseeker,Slark,Naga Siren,Leshrac,Batrider,Templar Assassin,Shadow Fiend,Pangolier,Puck,Lifestealer,Lina,Death Prophet,beastcoast vs Keyd Stars,DPC SA 2023 Tour 1: Division I 
2780,Tiny,Pangolier,Nyx Assassin,Silencer,Wraith King,Spirit Breaker,Nature's Prophet,Ember Spirit,Snapfire,Doom,Undying,Beastmaster,Faceless Void,Templar Assassin,Bloodseeker,Lina,Death Prophet,Phantom Lancer,Naga Siren,Crystal Maiden,Terrorblade,Chaos Knight,Leshrac,Batrider,beastcoast vs Keyd Stars,DPC SA 2023 Tour 1: Division I 
2781,Lina,Rubick,Undying,Primal Beast,Kunkka,Batrider,Faceless Void,Tusk,Tiny,Mirana,Snapfire,Nature's Prophet,Clockwerk,Morphling,Slark,Shadow Fiend,Monkey King,Pangolier,Enigma,Ember Spirit,Treant Protector,Doom,Beastmaster,Invoker,Thunder Awaken vs Ravens,DPC SA 2023 Tour 1: Division I 
2782,Tusk,Mirana,Silencer,Legion Commander,Spectre,Dark Willow,Nature's Prophet,Ember Spirit,Treant Protector,Lina,Clockwerk,Spirit Breaker,Doom,Hoodwink,Tiny,Shadow Fiend,Batrider,Morphling,Slark,Broodmother,Mars,Faceless Void,Monkey King,Beastmaster,Thunder Awaken vs Ravens,DPC SA 2023 Tour 1: Division I 
2783,Lina,Death Prophet,Tiny,Treant Protector,Primal Beast,Dark Willow,Dawnbreaker,Windranger,Templar Assassin,Ogre Magi,Shadow Fiend,Mars,Legion Commander,Terrorblade,Tusk,Hoodwink,Rubick,Kunkka,Puck,Ember Spirit,Clockwerk,Batrider,Pangolier,Broodmother,Alliance.LATAM vs Infinity,DPC SA 2023 Tour 1: Division I 
2784,Beastmaster,Hoodwink,Crystal Maiden,Faceless Void,Tinker,Terrorblade,Jakiro,Magnus,Ember Spirit,Rubick,Naga Siren,Phantom Assassin,Dawnbreaker,Enchantress,Pudge,Lina,Templar Assassin,Batrider,Kunkka,Leshrac,Monkey King,Huskar,Broodmother,Pangolier,Alliance.LATAM vs Infinity,DPC SA 2023 Tour 1: Division I 
2785,Rubick,Silencer,Tusk,Mars,Sven,Ursa,Undying,Puck,Windranger,Dawnbreaker,Slark,Morphling,Hoodwink,Broodmother,Beastmaster,Magnus,Templar Assassin,Lone Druid,Lifestealer,Tiny,Kunkka,Chaos Knight,Timbersaw,Lina,Evil Geniuses vs Infinity,DPC SA 2023 Tour 1: Division I 
2786,Silencer,Mars,Undying,Shadow Fiend,Leshrac,Terrorblade,Disruptor,Ember Spirit,Tidehunter,Hoodwink,Morphling,Juggernaut,Chaos Knight,Crystal Maiden,Pangolier,Lina,Templar Assassin,Underlord,Ursa,Timbersaw,Slark,Monkey King,Snapfire,Rubick,Evil Geniuses vs Infinity,DPC SA 2023 Tour 1: Division I 
2787,Tiny,Snapfire,Phoenix,Terrorblade,Zeus,Ursa,Leshrac,Treant Protector,Hoodwink,Undying,Drow Ranger,Bloodseeker,Timbersaw,Invoker,Lifestealer,Rubick,Lina,Ember Spirit,Nyx Assassin,Slark,Pangolier,Mars,Batrider,Clockwerk,Infamous vs Beastcoast,DPC SA 2023 Tour 1: Division I 
2788,Tiny,Morphling,Abaddon,Underlord,Drow Ranger,Troll Warlord,Timbersaw,Silencer,Mars,Rubick,Bloodseeker,Chaos Knight,Ursa,Slark,Ancient Apparition,Batrider,Clockwerk,Pangolier,Templar Assassin,Tidehunter,Ogre Magi,Treant Protector,Undying,Lina,Infamous vs Beastcoast,DPC SA 2023 Tour 1: Division I 
2789,Treant Protector,Ember Spirit,Shadow Fiend,Venomancer,Gyrocopter,Naga Siren,Crystal Maiden,Mars,Timbersaw,Rubick,Terrorblade,Phantom Lancer,Silencer,Leshrac,Tiny,Batrider,Clockwerk,Nyx Assassin,Tusk,Hoodwink,Templar Assassin,Ursa,Lina,Undying,Infamous vs Beastcoast,DPC SA 2023 Tour 1: Division I 
2790,Tusk,Silencer,Rubick,Brewmaster,Faceless Void,Disruptor,Terrorblade,Earth Spirit,Pangolier,Snapfire,Treant Protector,Undying,Primal Beast,Death Prophet,Nature's Prophet,Lina,Doom,Slark,Morphling,Batrider,Monkey King,Bloodseeker,Broodmother,Beastmaster,Ravens vs Keyd Stars,DPC SA 2023 Tour 1: Division I 
2791,Mars,Snapfire,Pangolier,Earth Spirit,Gyrocopter,Nature's Prophet,Puck,Ogre Magi,Rubick,Broodmother,Shadow Fiend,Lifestealer,Bloodseeker,Morphling,Monkey King,Lina,Beastmaster,Medusa,Pudge,Terrorblade,Slark,Naga Siren,Doom,Treant Protector,Ravens vs Keyd Stars,DPC SA 2023 Tour 1: Division I 
2792,Doom,Rubick,Treant Protector,Nature's Prophet,Queen of Pain,Sven,Death Prophet,Tusk,Pangolier,Snapfire,Terrorblade,Faceless Void,Monkey King,Morphling,Ursa,Broodmother,Lina,Tiny,Ember Spirit,Batrider,Puck,Bloodseeker,Mars,Beastmaster,Ravens vs Keyd Stars,DPC SA 2023 Tour 1: Division I 
2793,Tusk,Rubick,Leshrac,Templar Assassin,Underlord,Terrorblade,Mirana,Silencer,Ember Spirit,Broodmother,Drow Ranger,Medusa,Undying,Snapfire,Clockwerk,Hoodwink,Monkey King,Primal Beast,Timbersaw,Batrider,Shadow Fiend,Naga Siren,Lina,Treant Protector,Infamous vs Alliance.LATAM,DPC SA 2023 Tour 1: Division I 
2794,Rubick,Tusk,Silencer,Timbersaw,Sniper,Mirana,Underlord,Terrorblade,Tiny,Treant Protector,Pangolier,Invoker,Undying,Tidehunter,Leshrac,Ember Spirit,Lina,Morphling,Ursa,Slark,Batrider,Monkey King,Hoodwink,Broodmother,Infamous vs Alliance.LATAM,DPC SA 2023 Tour 1: Division I 
2795,Lina,Tiny,Undying,Zeus,Brewmaster,Enigma,Templar Assassin,Clockwerk,Rubick,Tusk,Beastmaster,Mars,Terrorblade,Monkey King,Spectre,Hoodwink,Broodmother,Viper,Venomancer,Mirana,Dawnbreaker,Underlord,Treant Protector,Ember Spirit,Infamous vs Alliance.LATAM,DPC SA 2023 Tour 1: Division I 
2796,Mars,Mirana,Snapfire,Sven,Invoker,Monkey King,Disruptor,Ember Spirit,Death Prophet,Tusk,Faceless Void,Templar Assassin,Silencer,Treant Protector,Undying,Lina,Pangolier,Beastmaster,Viper,Nature's Prophet,Bloodseeker,Terrorblade,Shadow Fiend,Batrider,Keyd Stars vs Thunder Awaken,DPC SA 2023 Tour 1: Division I 
2797,Treant Protector,Nature's Prophet,Ember Spirit,Rubick,Wraith King,Spirit Breaker,Doom,Snapfire,Tusk,Lina,Invoker,Puck,Mars,Beastmaster,Timbersaw,Death Prophet,Pangolier,Terrorblade,Morphling,Tiny,Faceless Void,Templar Assassin,Shadow Fiend,Batrider,Keyd Stars vs Thunder Awaken,DPC SA 2023 Tour 1: Division I 
2798,Morphling,Tusk,Ogre Magi,Lion,Underlord,Chaos Knight,Storm Spirit,Earthshaker,Pangolier,Rubick,Terrorblade,Troll Warlord,Phantom Lancer,Zeus,Mars,Tiny,Batrider,Beastmaster,Dawnbreaker,Shadow Fiend,Ember Spirit,Bloodseeker,Lina,Templar Assassin,beastcoast vs Infinity,DPC SA 2023 Tour 1: Division I 
2799,Magnus,Hoodwink,Bane,Ember Spirit,Phantom Assassin,Sven,Earthshaker,Disruptor,Pangolier,Tiny,Slark,Troll Warlord,Clockwerk,Silencer,Chaos Knight,Rubick,Batrider,Lifestealer,Juggernaut,Faceless Void,Ursa,Bloodseeker,Lina,Templar Assassin,beastcoast vs Infinity,DPC SA 2023 Tour 1: Division I 
2800,Tusk,Rubick,Clockwerk,Beastmaster,Anti-Mage,Timbersaw,Disruptor,Storm Spirit,Spirit Breaker,Lina,Mars,Doom,Dawnbreaker,Tiny,Snapfire,Ember Spirit,Death Prophet,Terrorblade,Naga Siren,Pangolier,Faceless Void,Templar Assassin,Broodmother,Batrider,Keyd Stars vs Alliance.LATAM,DPC SA 2023 Tour 1: Division I 
2801,Tusk,Rubick,Treant Protector,Morphling,Brewmaster,Enigma,Spirit Breaker,Mars,Disruptor,Lina,Zeus,Puck,Storm Spirit,Tiny,Snapfire,Ember Spirit,Death Prophet,Lycan,Dawnbreaker,Faceless Void,Beastmaster,Templar Assassin,Broodmother,Batrider,Keyd Stars vs Alliance.LATAM,DPC SA 2023 Tour 1: Division I 
2802,Lina,Ogre Magi,Snapfire,Beastmaster,Tiny,Drow Ranger,Storm Spirit,Clockwerk,Broodmother,Rubick,Medusa,Sniper,Faceless Void,Mars,Tusk,Pangolier,Nature's Prophet,Slark,Terrorblade,Batrider,Ember Spirit,Chaos Knight,Morphling,Templar Assassin,Thunder Awaken vs Infinity,DPC SA 2023 Tour 1: Division I 
2803,Rubick,Broodmother,Mars,Crystal Maiden,Monkey King,Pangolier,Keeper of the Light,Ember Spirit,Treant Protector,Lina,Dawnbreaker,Brewmaster,Shadow Fiend,Batrider,Nature's Prophet,Tiny,Tusk,Ursa,Chaos Knight,Puck,Terrorblade,Faceless Void,Morphling,Templar Assassin,Thunder Awaken vs Infinity,DPC SA 2023 Tour 1: Division I 
2804,Crystal Maiden,Dawnbreaker,Rubick,Ember Spirit,Naga Siren,Nature's Prophet,Ogre Magi,Tiny,Snapfire,Broodmother,Faceless Void,Morphling,Silencer,Chaos Knight,Invoker,Beastmaster,Lina,Batrider,Slark,Pudge,Timbersaw,Monkey King,Tusk,Mars,Evil Geniuses vs Ravens,DPC SA 2023 Tour 1: Division I 
